#SequenceID	AAtype	Start	Stop	Score
>YGR162W TIF4631 SGDID:S000003394, Chr VII from 824059-826917, Genome Release 64-2-1, Verified ORF, "Translation initiation factor eIF4G; subunit of the mRNA cap-binding protein complex (eIF4F) that also contains eIF4E (Cdc33p); interacts with Pab1p and with eIF4A (Tif1p); also has a role in biogenesis of the large ribosomal subunit; TIF4631 has a paralog, TIF4632, that arose from the whole genome duplication"	N	847	896	52
>YGR162W TIF4631 SGDID:S000003394, Chr VII from 824059-826917, Genome Release 64-2-1, Verified ORF, "Translation initiation factor eIF4G; subunit of the mRNA cap-binding protein complex (eIF4F) that also contains eIF4E (Cdc33p); interacts with Pab1p and with eIF4A (Tif1p); also has a role in biogenesis of the large ribosomal subunit; TIF4631 has a paralog, TIF4632, that arose from the whole genome duplication"	S	155	205	46
>YGR162W TIF4631 SGDID:S000003394, Chr VII from 824059-826917, Genome Release 64-2-1, Verified ORF, "Translation initiation factor eIF4G; subunit of the mRNA cap-binding protein complex (eIF4F) that also contains eIF4E (Cdc33p); interacts with Pab1p and with eIF4A (Tif1p); also has a role in biogenesis of the large ribosomal subunit; TIF4631 has a paralog, TIF4632, that arose from the whole genome duplication"	Q	10	60	40
>YGR166W TRS65 SGDID:S000003398, Chr VII from 830515-832197, Genome Release 64-2-1, Verified ORF, "Component of transport protein particle (TRAPP) complex II; TRAPPII is a multimeric guanine nucleotide-exchange factor for the GTPase Ypt1p, regulating intra-Golgi and endosome-Golgi traffic; role in cell wall beta-glucan biosynthesis and the stress response"	S	344	439	63
>YGR166W TRS65 SGDID:S000003398, Chr VII from 830515-832197, Genome Release 64-2-1, Verified ORF, "Component of transport protein particle (TRAPP) complex II; TRAPPII is a multimeric guanine nucleotide-exchange factor for the GTPase Ypt1p, regulating intra-Golgi and endosome-Golgi traffic; role in cell wall beta-glucan biosynthesis and the stress response"	N	448	492	47
>YGR166W TRS65 SGDID:S000003398, Chr VII from 830515-832197, Genome Release 64-2-1, Verified ORF, "Component of transport protein particle (TRAPP) complex II; TRAPPII is a multimeric guanine nucleotide-exchange factor for the GTPase Ypt1p, regulating intra-Golgi and endosome-Golgi traffic; role in cell wall beta-glucan biosynthesis and the stress response"	N	356	381	41
>YGR166W TRS65 SGDID:S000003398, Chr VII from 830515-832197, Genome Release 64-2-1, Verified ORF, "Component of transport protein particle (TRAPP) complex II; TRAPPII is a multimeric guanine nucleotide-exchange factor for the GTPase Ypt1p, regulating intra-Golgi and endosome-Golgi traffic; role in cell wall beta-glucan biosynthesis and the stress response"	N	162	200	40
>YGR167W CLC1 SGDID:S000003399, Chr VII from 832456-833157, Genome Release 64-2-1, Verified ORF, "Clathrin light chain; subunit of the major coat protein involved in intracellular protein transport and endocytosis; regulates endocytic progression; thought to regulate clathrin function; the clathrin triskelion is a trimeric molecule composed of three heavy chains that radiate from a vertex and three light chains which bind noncovalently near the vertex of the triskelion"	E	9	185	98
>YGR169C-A LSO2 SGDID:S000028521, Chr VII from 836665-836387, Genome Release 64-2-1, reverse complement, Uncharacterized ORF, "Putative protein of unknown function; LSO2 has a paralog, LSO1, that arose from the whole genome duplication"	K	3	92	80
>YGR169C-A LSO2 SGDID:S000028521, Chr VII from 836665-836387, Genome Release 64-2-1, reverse complement, Uncharacterized ORF, "Putative protein of unknown function; LSO2 has a paralog, LSO1, that arose from the whole genome duplication"	E	19	80	51
>YGR170W PSD2 SGDID:S000003402, Chr VII from 837142-840558, Genome Release 64-2-1, Verified ORF, "Phosphatidylserine decarboxylase of the Golgi and vacuolar membranes; converts phosphatidylserine to phosphatidylethanolamine; controls vacuolar membrane phospholipid content by regulating phospholipids in compartments that will eventually give rise to the vacuole; loss of Psd2p causes a specific reduction in vacuolar membrane PE levels while total PE levels are not significantly affected"	S	90	173	100
>YGR170W PSD2 SGDID:S000003402, Chr VII from 837142-840558, Genome Release 64-2-1, Verified ORF, "Phosphatidylserine decarboxylase of the Golgi and vacuolar membranes; converts phosphatidylserine to phosphatidylethanolamine; controls vacuolar membrane phospholipid content by regulating phospholipids in compartments that will eventually give rise to the vacuole; loss of Psd2p causes a specific reduction in vacuolar membrane PE levels while total PE levels are not significantly affected"	E	292	454	85
>YGR173W RBG2 SGDID:S000003405, Chr VII from 843854-844960, Genome Release 64-2-1, Verified ORF, "Protein with a role in translation; forms a complex with Gir2p; has similarity to mammalian developmentally regulated GTP-binding protein"	G	46	55	42
>YGR174C CBP4 SGDID:S000003406, Chr VII from 846405-845893, Genome Release 64-2-1, reverse complement, Verified ORF, "Mitochondrial protein required for assembly of cytochrome bc1 complex; interacts with the Cbp3p-Cbp6p complex and newly synthesized cytochrome b (Cobp) to promote assembly of Cobp into the cytochrome bc1 complex"	Q	57	162	50
>YGR178C PBP1 SGDID:S000003410, Chr VII from 853215-851047, Genome Release 64-2-1, reverse complement, Verified ORF, "Component of glucose deprivation induced stress granules; involved in P-body-dependent granule assembly; similar to human ataxin-2; interacts with Pab1p to regulate mRNA polyadenylation; interacts with Mkt1p to regulate HO translation; protein increases in abundance and relative distribution to the nucleus increases upon DNA replication stress"	S	338	471	99
>YGR178C PBP1 SGDID:S000003410, Chr VII from 853215-851047, Genome Release 64-2-1, reverse complement, Verified ORF, "Component of glucose deprivation induced stress granules; involved in P-body-dependent granule assembly; similar to human ataxin-2; interacts with Pab1p to regulate mRNA polyadenylation; interacts with Mkt1p to regulate HO translation; protein increases in abundance and relative distribution to the nucleus increases upon DNA replication stress"	H	697	721	60
>YGR178C PBP1 SGDID:S000003410, Chr VII from 853215-851047, Genome Release 64-2-1, reverse complement, Verified ORF, "Component of glucose deprivation induced stress granules; involved in P-body-dependent granule assembly; similar to human ataxin-2; interacts with Pab1p to regulate mRNA polyadenylation; interacts with Mkt1p to regulate HO translation; protein increases in abundance and relative distribution to the nucleus increases upon DNA replication stress"	N	2	53	47
>YGR178C PBP1 SGDID:S000003410, Chr VII from 853215-851047, Genome Release 64-2-1, reverse complement, Verified ORF, "Component of glucose deprivation induced stress granules; involved in P-body-dependent granule assembly; similar to human ataxin-2; interacts with Pab1p to regulate mRNA polyadenylation; interacts with Mkt1p to regulate HO translation; protein increases in abundance and relative distribution to the nucleus increases upon DNA replication stress"	E	123	265	43
>YGR178C PBP1 SGDID:S000003410, Chr VII from 853215-851047, Genome Release 64-2-1, reverse complement, Verified ORF, "Component of glucose deprivation induced stress granules; involved in P-body-dependent granule assembly; similar to human ataxin-2; interacts with Pab1p to regulate mRNA polyadenylation; interacts with Mkt1p to regulate HO translation; protein increases in abundance and relative distribution to the nucleus increases upon DNA replication stress"	G	639	695	40
>YGR179C OKP1 SGDID:S000003411, Chr VII from 854895-853675, Genome Release 64-2-1, reverse complement, Verified ORF, "Outer kinetochore protein required for accurate chromosome segregation; component of COMA (Ctf19p, Okp1p, Mcm21p, Ame1p) a kinetochore sub-complex which functions as a platform for kinetochore assembly; orthologous to human centromere constitutive-associated network (CCAN) subunit CENP-Q and fission yeast fta7"	S	13	124	42
>YGR184C UBR1 SGDID:S000003416, Chr VII from 865753-859901, Genome Release 64-2-1, reverse complement, Verified ORF, "E3 ubiquitin ligase (N-recognin); heterodimerizes with Rad6p to ubiquitinate substrates in the N-end rule pathway; role in endoplasmic reticulum-associated protein degradation (ERAD) in the absence of canonical ER membrane ligases or after stress; major role in targeting misfolded cytosolic proteins for degradation; regulates peptide transport via Cup9p ubiquitination; mutation in human UBR1 causes Johansson-Blizzard Syndrome (JBS)"	D	1934	1948	53
>YGR184C UBR1 SGDID:S000003416, Chr VII from 865753-859901, Genome Release 64-2-1, reverse complement, Verified ORF, "E3 ubiquitin ligase (N-recognin); heterodimerizes with Rad6p to ubiquitinate substrates in the N-end rule pathway; role in endoplasmic reticulum-associated protein degradation (ERAD) in the absence of canonical ER membrane ligases or after stress; major role in targeting misfolded cytosolic proteins for degradation; regulates peptide transport via Cup9p ubiquitination; mutation in human UBR1 causes Johansson-Blizzard Syndrome (JBS)"	D	1834	1860	52
>YGR184C UBR1 SGDID:S000003416, Chr VII from 865753-859901, Genome Release 64-2-1, reverse complement, Verified ORF, "E3 ubiquitin ligase (N-recognin); heterodimerizes with Rad6p to ubiquitinate substrates in the N-end rule pathway; role in endoplasmic reticulum-associated protein degradation (ERAD) in the absence of canonical ER membrane ligases or after stress; major role in targeting misfolded cytosolic proteins for degradation; regulates peptide transport via Cup9p ubiquitination; mutation in human UBR1 causes Johansson-Blizzard Syndrome (JBS)"	K	1150	1197	42
>YGR186W TFG1 SGDID:S000003418, Chr VII from 867774-869981, Genome Release 64-2-1, Verified ORF, "TFIIF (Transcription Factor II) largest subunit; involved in both transcription initiation and elongation of RNA polymerase II; homologous to human RAP74"	E	450	605	128
>YGR186W TFG1 SGDID:S000003418, Chr VII from 867774-869981, Genome Release 64-2-1, Verified ORF, "TFIIF (Transcription Factor II) largest subunit; involved in both transcription initiation and elongation of RNA polymerase II; homologous to human RAP74"	S	164	266	69
>YGR187C HGH1 SGDID:S000003419, Chr VII from 871416-870232, Genome Release 64-2-1, reverse complement, Verified ORF, "Nonessential protein of unknown function; predicted to be involved in ribosome biogenesis; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; similar to mammalian BRP16 (Brain protein 16); relative distribution to the nucleus increases upon DNA replication stress"	E	363	392	85
>YGR188C BUB1 SGDID:S000003420, Chr VII from 875109-872044, Genome Release 64-2-1, reverse complement, Verified ORF, "Protein kinase involved in the cell cycle checkpoint into anaphase; in complex with Mad1p and Bub3p, prevents progression into anaphase in presence of spindle damage; Cdc28p-mediated phosphorylation at Bub1p-T566 is important for degradation in anaphase and adaptation of checkpoint to prolonged mitotic arrest; associates with centromere DNA via Skp1p; involved in Sgo1p relocalization in response to sister kinetochore tension; paralog MAD3 arose from whole genome duplication"	T	405	600	66
>YGR188C BUB1 SGDID:S000003420, Chr VII from 875109-872044, Genome Release 64-2-1, reverse complement, Verified ORF, "Protein kinase involved in the cell cycle checkpoint into anaphase; in complex with Mad1p and Bub3p, prevents progression into anaphase in presence of spindle damage; Cdc28p-mediated phosphorylation at Bub1p-T566 is important for degradation in anaphase and adaptation of checkpoint to prolonged mitotic arrest; associates with centromere DNA via Skp1p; involved in Sgo1p relocalization in response to sister kinetochore tension; paralog MAD3 arose from whole genome duplication"	E	494	622	43
>YGR189C CRH1 SGDID:S000003421, Chr VII from 878192-876669, Genome Release 64-2-1, reverse complement, Verified ORF, "Chitin transglycosylase; functions in the transfer of chitin to beta(1-6) and beta(1-3) glucans in the cell wall; similar and functionally redundant to Utr2; localizes to sites of polarized growth; expression induced by cell wall stress"	S	11	489	356
>YGR196C FYV8 SGDID:S000003428, Chr VII from 892186-889733, Genome Release 64-2-1, reverse complement, Verified ORF, "Protein of unknown function; required for survival upon exposure to K1 killer toxin"	S	16	717	249
>YGR196C FYV8 SGDID:S000003428, Chr VII from 892186-889733, Genome Release 64-2-1, reverse complement, Verified ORF, "Protein of unknown function; required for survival upon exposure to K1 killer toxin"	E	139	538	132
>YGR196C FYV8 SGDID:S000003428, Chr VII from 892186-889733, Genome Release 64-2-1, reverse complement, Verified ORF, "Protein of unknown function; required for survival upon exposure to K1 killer toxin"	N	640	659	46
>YGR196C FYV8 SGDID:S000003428, Chr VII from 892186-889733, Genome Release 64-2-1, reverse complement, Verified ORF, "Protein of unknown function; required for survival upon exposure to K1 killer toxin"	N	61	83	41
>YGR196C FYV8 SGDID:S000003428, Chr VII from 892186-889733, Genome Release 64-2-1, reverse complement, Verified ORF, "Protein of unknown function; required for survival upon exposure to K1 killer toxin"	N	317	425	40
>YGR198W YPP1 SGDID:S000003430, Chr VII from 894693-897146, Genome Release 64-2-1, Verified ORF, "Cargo-transport protein involved in endocytosis; interacts with phosphatidylinositol-4-kinase Stt4p; is required, along with Efr3p, for the assembly and recruitment of multiple copies of the kinase into phosphoinositide kinase (PIK) patches at the plasma membrane; positively regulates Stt4p; GFP-fusion protein localizes to the cytoplasm; YGR198W is an essential gene"	E	471	492	45
>YGR200C ELP2 SGDID:S000003432, Chr VII from 902270-899904, Genome Release 64-2-1, reverse complement, Verified ORF, "Subunit of Elongator complex; Elongator is required for modification of wobble nucleosides in tRNA; target of Kluyveromyces lactis zymocin"	D	506	528	41
>YGR202C PCT1 SGDID:S000003434, Chr VII from 904748-903474, Genome Release 64-2-1, reverse complement, Verified ORF, "Cholinephosphate cytidylyltransferase; a rate-determining enzyme of the CDP-choline pathway for phosphatidylcholine synthesis, inhibited by Sec14p, activated upon lipid-binding; contains an element within the regulatory domain involved in both silencing and activation of enzymatic activity"	N	353	424	78
>YGR202C PCT1 SGDID:S000003434, Chr VII from 904748-903474, Genome Release 64-2-1, reverse complement, Verified ORF, "Cholinephosphate cytidylyltransferase; a rate-determining enzyme of the CDP-choline pathway for phosphatidylcholine synthesis, inhibited by Sec14p, activated upon lipid-binding; contains an element within the regulatory domain involved in both silencing and activation of enzymatic activity"	E	25	84	72
>YGR202C PCT1 SGDID:S000003434, Chr VII from 904748-903474, Genome Release 64-2-1, reverse complement, Verified ORF, "Cholinephosphate cytidylyltransferase; a rate-determining enzyme of the CDP-choline pathway for phosphatidylcholine synthesis, inhibited by Sec14p, activated upon lipid-binding; contains an element within the regulatory domain involved in both silencing and activation of enzymatic activity"	K	25	91	45
>YGR202C PCT1 SGDID:S000003434, Chr VII from 904748-903474, Genome Release 64-2-1, reverse complement, Verified ORF, "Cholinephosphate cytidylyltransferase; a rate-determining enzyme of the CDP-choline pathway for phosphatidylcholine synthesis, inhibited by Sec14p, activated upon lipid-binding; contains an element within the regulatory domain involved in both silencing and activation of enzymatic activity"	D	366	408	43
>YGR214W RPS0A SGDID:S000003446, Chr VII from 920575-920664,921120-921788, Genome Release 64-2-1, Verified ORF, "Ribosomal 40S subunit protein S0A; required for maturation of 18S rRNA along with Rps0Bp; deletion of either RPS0 gene reduces growth rate, deletion of both genes is lethal; homologous to human ribosomal protein SA and bacterial S2; RPS0A has a paralog, RPS0B, that arose from the whole genome duplication;"	E	205	251	80
>YGR215W RSM27 SGDID:S000003447, Chr VII from 922175-922507, Genome Release 64-2-1, Verified ORF, "Mitochondrial ribosomal protein of the small subunit"	K	81	110	52
>YGR216C GPI1 SGDID:S000003448, Chr VII from 924462-922633, Genome Release 64-2-1, reverse complement, Verified ORF, "Membrane protein involved in the synthesis of GlcNAc-PI; N-acetylglucosaminyl phosphatidylinositol (GlcNAc-PI) is the first intermediate in the synthesis of glycosylphosphatidylinositol (GPI) anchors; human and mouse GPI1p are functional homologs"	L	452	509	42
>YGR217W CCH1 SGDID:S000003449, Chr VII from 924696-930815, Genome Release 64-2-1, Verified ORF, "Voltage-gated high-affinity calcium channel; involved in calcium influx in response to some environmental stresses as well as exposure to mating pheromones; interacts and partially co-localizes with Mid1p; however, evidence suggests CCH1 is not required for Mid1p function"	S	59	276	88
>YGR221C TOS2 SGDID:S000003453, Chr VII from 938992-937124, Genome Release 64-2-1, reverse complement, Verified ORF, "Protein involved in localization of Cdc24p to the site of bud growth; may act as a membrane anchor; localizes to the bud neck and bud tip; potentially phosphorylated by Cdc28p; TOS2 has a paralog, SKG6, that arose from the whole genome duplication"	S	90	569	133
>YGR221C TOS2 SGDID:S000003453, Chr VII from 938992-937124, Genome Release 64-2-1, reverse complement, Verified ORF, "Protein involved in localization of Cdc24p to the site of bud growth; may act as a membrane anchor; localizes to the bud neck and bud tip; potentially phosphorylated by Cdc28p; TOS2 has a paralog, SKG6, that arose from the whole genome duplication"	V	38	62	50
>YGR224W AZR1 SGDID:S000003456, Chr VII from 942806-944647, Genome Release 64-2-1, Verified ORF, "Plasma membrane transporter of the major facilitator superfamily; involved in resistance to azole drugs such as ketoconazole and fluconazole"	Q	18	45	42
>YGR225W AMA1 SGDID:S000003457, Chr VII from 945145-946327,946421-947019, Genome Release 64-2-1, Verified ORF, "Activator of meiotic anaphase promoting complex (APC/C); Cdc20p family member; required for initiation of spore wall assembly; required for Clb1p degradation during meiosis; prevents premature assembly of the meiosis I spindle, required for DSB induced prophase I arrest"	S	11	199	78
>YGR229C SMI1 SGDID:S000003461, Chr VII from 950899-949382, Genome Release 64-2-1, reverse complement, Verified ORF, "Protein involved in the regulation of cell wall synthesis; proposed to be involved in coordinating cell cycle progression with cell wall integrity"	E	340	502	142
>YGR233C PHO81 SGDID:S000003465, Chr VII from 958210-954674, Genome Release 64-2-1, reverse complement, Verified ORF, "Cyclin-dependent kinase (CDK) inhibitor; regulates Pho80p-Pho85p and Pcl7p-Pho85p cyclin-CDK complexes in response to phosphate levels; inhibitory activity for Pho80p-Pho85p requires myo-D-inositol heptakisphosphate (IP7) generated by Vip1p; relative distribution to the nucleus increases upon DNA replication stress"	N	198	265	176
>YGR233C PHO81 SGDID:S000003465, Chr VII from 958210-954674, Genome Release 64-2-1, reverse complement, Verified ORF, "Cyclin-dependent kinase (CDK) inhibitor; regulates Pho80p-Pho85p and Pcl7p-Pho85p cyclin-CDK complexes in response to phosphate levels; inhibitory activity for Pho80p-Pho85p requires myo-D-inositol heptakisphosphate (IP7) generated by Vip1p; relative distribution to the nucleus increases upon DNA replication stress"	D	771	806	55
>YGR237C YGR237C SGDID:S000003469, Chr VII from 965655-963298, Genome Release 64-2-1, reverse complement, Uncharacterized ORF, "Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm"	S	631	778	82
>YGR237C YGR237C SGDID:S000003469, Chr VII from 965655-963298, Genome Release 64-2-1, reverse complement, Uncharacterized ORF, "Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm"	H	728	736	65
>YGR237C YGR237C SGDID:S000003469, Chr VII from 965655-963298, Genome Release 64-2-1, reverse complement, Uncharacterized ORF, "Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm"	S	53	285	48
>YGR237C YGR237C SGDID:S000003469, Chr VII from 965655-963298, Genome Release 64-2-1, reverse complement, Uncharacterized ORF, "Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm"	E	532	604	40
>YGR238C KEL2 SGDID:S000003470, Chr VII from 968687-966039, Genome Release 64-2-1, reverse complement, Verified ORF, "Protein that negatively regulates mitotic exit; functions in a complex with Kel1p, interacts with Tem1p and Lte1p; localizes to regions of polarized growth; potential Cdc28p substrate; KEL2 has a paralog, KEL1, that arose from the whole genome duplication"	S	421	543	51
>YGR238C KEL2 SGDID:S000003470, Chr VII from 968687-966039, Genome Release 64-2-1, reverse complement, Verified ORF, "Protein that negatively regulates mitotic exit; functions in a complex with Kel1p, interacts with Tem1p and Lte1p; localizes to regions of polarized growth; potential Cdc28p substrate; KEL2 has a paralog, KEL1, that arose from the whole genome duplication"	E	714	831	46
>YGR239C PEX21 SGDID:S000003471, Chr VII from 970053-969187, Genome Release 64-2-1, reverse complement, Verified ORF, "Peroxin required for peroxisomal matrix protein targeting; acts on proteins containing the PTS2 targeting sequence; interacts with Pex7p; partially redundant with Pex18p; relative distribution to cytoplasmic foci increases upon DNA replication stress; PEX21 has a paralog, PEX18, that arose from the whole genome duplication"	S	215	269	58
>YGR241C YAP1802 SGDID:S000003473, Chr VII from 976581-974875, Genome Release 64-2-1, reverse complement, Verified ORF, "Protein of the AP180 family, involved in clathrin cage assembly; binds Pan1p and clathrin; YAP1802 has a paralog, YAP1801, that arose from the whole genome duplication"	Q	260	562	110
>YGR245C SDA1 SGDID:S000003477, Chr VII from 982068-979765, Genome Release 64-2-1, reverse complement, Verified ORF, "Protein required for actin organization and passage through Start; highly conserved nuclear protein; required for actin cytoskeleton organization; plays a critical role in G1 events; binds Nap1p; involved in 60S ribosome biogenesis"	D	546	630	125
>YGR245C SDA1 SGDID:S000003477, Chr VII from 982068-979765, Genome Release 64-2-1, reverse complement, Verified ORF, "Protein required for actin organization and passage through Start; highly conserved nuclear protein; required for actin cytoskeleton organization; plays a critical role in G1 events; binds Nap1p; involved in 60S ribosome biogenesis"	K	685	765	69
>YGR245C SDA1 SGDID:S000003477, Chr VII from 982068-979765, Genome Release 64-2-1, reverse complement, Verified ORF, "Protein required for actin organization and passage through Start; highly conserved nuclear protein; required for actin cytoskeleton organization; plays a critical role in G1 events; binds Nap1p; involved in 60S ribosome biogenesis"	K	290	319	45
>YGR246C BRF1 SGDID:S000003478, Chr VII from 984272-982482, Genome Release 64-2-1, reverse complement, Verified ORF, "TFIIIB B-related factor; one of three subunits of RNA polymerase III transcription initiation factor TFIIIB, binds TFIIIC and TBP and recruits RNA pol III to promoters, amino-terminal half is homologous to TFIIB; mutations in human homolog are associated with autosomal recessive cerebellar-facial-dental syndrome"	E	252	420	82
>YGR249W MGA1 SGDID:S000003481, Chr VII from 988049-989419, Genome Release 64-2-1, Verified ORF, "Protein similar to heat shock transcription factor; multicopy suppressor of pseudohyphal growth defects of ammonium permease mutants"	S	131	435	80
>YGR249W MGA1 SGDID:S000003481, Chr VII from 988049-989419, Genome Release 64-2-1, Verified ORF, "Protein similar to heat shock transcription factor; multicopy suppressor of pseudohyphal growth defects of ammonium permease mutants"	Q	283	290	40
>YGR250C YGR250C SGDID:S000003482, Chr VII from 993521-991176, Genome Release 64-2-1, reverse complement, Verified ORF, "Putative RNA binding protein; localizes to stress granules induced by glucose deprivation; interacts with Rbg1p in a two-hybrid assay; protein abundance increases in response to DNA replication stress"	N	343	476	81
>YGR250C YGR250C SGDID:S000003482, Chr VII from 993521-991176, Genome Release 64-2-1, reverse complement, Verified ORF, "Putative RNA binding protein; localizes to stress granules induced by glucose deprivation; interacts with Rbg1p in a two-hybrid assay; protein abundance increases in response to DNA replication stress"	S	575	658	45
>YGR251W NOP19 SGDID:S000003483, Chr VII from 995639-996229, Genome Release 64-2-1, Verified ORF, "Ribosome biogenesis factor; nucleolar protein associated with pre-rRNA components of the 90S preribosome, required for cleavage of pre-rRNA at A0, A1 and A2 sites; interacts with RNA helicase Dhr2p and RNA helicase-like protein Utp25p; required for incorporation of Utp25p into preribosomes"	K	100	196	77
>YGR252W GCN5 SGDID:S000003484, Chr VII from 996869-998188, Genome Release 64-2-1, Verified ORF, "Catalytic subunit of ADA and SAGA histone acetyltransferase complexes; modifies N-terminal lysines on histones H2B and H3; acetylates Rsc4p, a subunit of the RSC chromatin-remodeling complex, altering replication stress tolerance; relocalizes to the cytosol in response to hypoxia; mutant displays reduced transcription elongation in the G-less-based run-on (GLRO) assay; greater involvement in repression of RNAPII-dependent transcription than in activation"	E	4	113	59
>YGR258C RAD2 SGDID:S000003490, Chr VII from 1010766-1007671, Genome Release 64-2-1, reverse complement, Verified ORF, "Single-stranded DNA endonuclease; cleaves single-stranded DNA during nucleotide excision repair to excise damaged DNA; subunit of Nucleotide Excision Repair Factor 3 (NEF3); homolog of human XPG protein"	E	611	777	106
>YGR258C RAD2 SGDID:S000003490, Chr VII from 1010766-1007671, Genome Release 64-2-1, reverse complement, Verified ORF, "Single-stranded DNA endonuclease; cleaves single-stranded DNA during nucleotide excision repair to excise damaged DNA; subunit of Nucleotide Excision Repair Factor 3 (NEF3); homolog of human XPG protein"	K	987	1030	45
>YGR261C APL6 SGDID:S000003493, Chr VII from 1016750-1014321, Genome Release 64-2-1, reverse complement, Verified ORF, "Beta3-like subunit of the yeast AP-3 complex; functions in transport of alkaline phosphatase to the vacuole via the alternate pathway; exists in both cytosolic and peripherally associated membrane-bound pools"	S	691	805	89
>YGR261C APL6 SGDID:S000003493, Chr VII from 1016750-1014321, Genome Release 64-2-1, reverse complement, Verified ORF, "Beta3-like subunit of the yeast AP-3 complex; functions in transport of alkaline phosphatase to the vacuole via the alternate pathway; exists in both cytosolic and peripherally associated membrane-bound pools"	E	771	789	47
>YGR268C HUA1 SGDID:S000003500, Chr VII from 1026653-1026057, Genome Release 64-2-1, reverse complement, Verified ORF, "Cytoplasmic protein containing a zinc finger domain; sequence similarity to that of Type I J-proteins; computational analysis of large-scale protein-protein interaction data suggests a possible role in actin patch assembly"	P	27	92	51
>YGR270W YTA7 SGDID:S000003502, Chr VII from 1027370-1031509, Genome Release 64-2-1, Verified ORF, "Protein that localizes to chromatin; has a role in regulation of histone gene expression; has a bromodomain-like region that interacts with the N-terminal tail of histone H3, and an ATPase domain; relocalizes to the cytosol in response to hypoxia; potentially phosphorylated by Cdc28p"	E	57	265	169
>YGR270W YTA7 SGDID:S000003502, Chr VII from 1027370-1031509, Genome Release 64-2-1, Verified ORF, "Protein that localizes to chromatin; has a role in regulation of histone gene expression; has a bromodomain-like region that interacts with the N-terminal tail of histone H3, and an ATPase domain; relocalizes to the cytosol in response to hypoxia; potentially phosphorylated by Cdc28p"	E	1099	1319	77
>YGR270W YTA7 SGDID:S000003502, Chr VII from 1027370-1031509, Genome Release 64-2-1, Verified ORF, "Protein that localizes to chromatin; has a role in regulation of histone gene expression; has a bromodomain-like region that interacts with the N-terminal tail of histone H3, and an ATPase domain; relocalizes to the cytosol in response to hypoxia; potentially phosphorylated by Cdc28p"	D	58	185	47
>YGR270W YTA7 SGDID:S000003502, Chr VII from 1027370-1031509, Genome Release 64-2-1, Verified ORF, "Protein that localizes to chromatin; has a role in regulation of histone gene expression; has a bromodomain-like region that interacts with the N-terminal tail of histone H3, and an ATPase domain; relocalizes to the cytosol in response to hypoxia; potentially phosphorylated by Cdc28p"	K	382	397	45
>YGR271C-A EFG1 SGDID:S000007608, Chr VII from 1038501-1037800, Genome Release 64-2-1, reverse complement, Verified ORF, "Essential protein required for maturation of 18S rRNA; null mutant is sensitive to hydroxyurea and is delayed in recovering from alpha-factor arrest; green fluorescent protein (GFP)-fusion protein localizes to the nucleolus"	K	3	122	63
>YGR274C TAF1 SGDID:S000003506, Chr VII from 1043095-1039895, Genome Release 64-2-1, reverse complement, Verified ORF, "TFIID subunit, involved in RNA pol II transcription initiation; possesses in vitro histone acetyltransferase activity but its role in vivo appears to be minor; involved in promoter binding and G1/S progression; relocalizes to the cytosol in response to hypoxia"	D	39	75	54
>YGR274C TAF1 SGDID:S000003506, Chr VII from 1043095-1039895, Genome Release 64-2-1, reverse complement, Verified ORF, "TFIID subunit, involved in RNA pol II transcription initiation; possesses in vitro histone acetyltransferase activity but its role in vivo appears to be minor; involved in promoter binding and G1/S progression; relocalizes to the cytosol in response to hypoxia"	K	899	1002	41
>YGR274C TAF1 SGDID:S000003506, Chr VII from 1043095-1039895, Genome Release 64-2-1, reverse complement, Verified ORF, "TFIID subunit, involved in RNA pol II transcription initiation; possesses in vitro histone acetyltransferase activity but its role in vivo appears to be minor; involved in promoter binding and G1/S progression; relocalizes to the cytosol in response to hypoxia"	N	838	860	40
>YGR276C RNH70 SGDID:S000003508, Chr VII from 1045480-1043819, Genome Release 64-2-1, reverse complement, Verified ORF, "3'-5' exoribonuclease; required for maturation of 3' ends of 5S rRNA and tRNA-Arg3 from dicistronic transcripts"	K	18	50	41
>YGR278W CWC22 SGDID:S000003510, Chr VII from 1046731-1048464, Genome Release 64-2-1, Verified ORF, "Spliceosome-associated protein that is required for pre-mRNA splicing; necessary for Prp2p function at the first catalytic step of splicing; has similarity to S. pombe Cwf22p; CWC22 is an essential protein"	R	491	577	61
>YGR278W CWC22 SGDID:S000003510, Chr VII from 1046731-1048464, Genome Release 64-2-1, Verified ORF, "Spliceosome-associated protein that is required for pre-mRNA splicing; necessary for Prp2p function at the first catalytic step of splicing; has similarity to S. pombe Cwf22p; CWC22 is an essential protein"	E	485	524	55
>YGR279C SCW4 SGDID:S000003511, Chr VII from 1049958-1048798, Genome Release 64-2-1, reverse complement, Verified ORF, "Cell wall protein with similarity to glucanases; scw4 scw10 double mutants exhibit defects in mating; SCW4 has a paralog, SCW10, that arose from the whole genome duplication"	S	4	156	154
